teamPosition,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,flawlessAces,fullTeamTakedown,gameLength,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killingSprees,killsNearEnemyTurret,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,threeWardsOneSweeperCount,tookLargeDamageSurvived,turretPlatesTaken,turretTakedowns,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,champExperience,champLevel,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,itemsPurchased,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,quadraKills,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summonerLevel,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
TOP,0,334,0,4.5,0,0,150,0,0,1,716.1098587,0.236368826,0,11,4,0,1,0,0,0,0,51,0,0,0,0,0,0,4,2261.552115,301.0201055,0,4,0,0,0,0,0,1.636363636,1,0.409090909,0,0,0,0,1,1,6,0,46,0,0,0,6,0,2,0,0,0,0,0,0,1,0,1,0,14,0,0,0,0,1,0,0,24,1,0,0,2,10,0,18,0,18,0,0,2,0,0,0,0.166451192,0,2,0,0,0,2,10,5,0,-0.314919889,0.686404502,1,1,0,0,5,13,0,0,0,1,17398,17,13,7,1791,7803,1791,65058,0,11,1,0,0,0,0,0,0,0,0,0,11346,11525,0,0,0,3,35,5,0,0,1,425,2416,2416,9216,0,4,0,0,0,11,0,81092,17276,41943,0,0,0,196,42,83,13,182,27,2261,101215,26991,0,53986,8430,0,125,146,435,1,0,17705,7298,2826,2,11,0,0,25,2,1,11,0
JUNGLE,0,352,0,107.3000002,0,0,300,1,0,8,1082.345443,0.317480021,0,6,10,0,4,0,3657.281738,0,0,66,4,3,3,0,0,0,4,2261.552115,454.2292172,0,17,2,2,50.80000004,1,0,5.333333333,2,0.727272727,0,2,2,0,0,0,0,0,4,0,0,0,12.59999999,0,1,-47.70000008,0,0,2,0,0,4,0,1,0,24,0,0,0,0,2,20,2,50,11,0,0,2,1,0,10,0,32,0,0,6,0,0,0,0.251578283,0,2,0,3,1,1,10,1,0,0.153872848,0.994922416,6,3,1,0,5,19,0,0,0,0,18304,17,1,9,231,30664,231,109373,0,6,8,1,4,3,1,0,0,0,0,0,17121,15000,0,0,0,3,30,13,46,6,3,570,83007,19368,30867,0,141,0,0,0,23,0,115203,18619,35096,0,0,0,78,152,108,14,399,74,2261,253612,40796,0,72512,11901,3657,47,545,232,5,1,55401,2808,6547,0,11,0,0,37,8,6,9,0
MIDDLE,0,191,0,4,0,0,0,0,0,2,828.820339,0.204189823,0,10,6,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2261.552115,341.7158758,0,0,0,0,0,0,0,2,2,0.454545455,0,3,2,0,0,0,0,0,35,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,17,0,0,0,0,1,0,0,31,1,0,0,1,13,0,2,1,20,1,0,5,1,0,0,0.192649398,0,2,0,0,2,1,10,7,0,0.251667023,0.699813086,2,1,0,0,7,10,2,0,0,1,16382,16,9,3,1667,4151,1667,31851,0,10,2,0,0,9,0,0,0,0,0,20,12880,12050,0,0,0,3,27,10,0,3,1,867,81463,16529,13805,0,4,0,0,0,11,0,54892,13214,28389,0,0,0,95,78,0,18,161,4,2261,137853,31240,0,46636,4723,0,154,26,449,1,0,1496,1496,4442,0,11,0,0,26,2,2,15,0
BOTTOM,0,199,0,0,0,0,0,0,0,0,558.250508,0.110259544,0,6,0,0,2,0,2248.680908,0,0,16,0,0,0,0,0,0,4,2261.552115,395.7301663,0,8,0,0,0,0,0,3.833333333,0,0.522727273,0,2,0,0,0,0,8,0,50,0,0,0,44.99999994,0,3,0,0,0,2,0,0,3,0,1,0,17,0,0,0,0,0,0,0,7,0,0,0,0,12,0,4,1,23,0,0,3,0,0,0,0.129758669,0,2,0,0,1,3,10,10,1,-0.268233001,0.599052596,3,3,0,0,5,16,0,0,0,0,16269,16,0,1,3808,10375,3808,19162,0,6,0,1,0,3,0,0,0,0,0,2,14916,14800,0,0,0,3,24,7,693,3,3,908,0,0,7250,0,0,0,0,0,5,0,154732,21041,15450,0,0,0,146,15,29,9,118,15,2261,164663,21041,557,25183,6052,1690,212,83,271,5,1,9931,0,2482,2,11,0,0,22,0,3,12,0
UTILITY,0,179,0,0,0,0,1175,0,1,1,1116.695124,0.131701785,0,9,2,0,2,0,7660.197754,0,0,41,0,0,0,0,0,0,4,2261.552115,375.4884936,0,5,0,0,0,0,0,2.777777778,1,0.568181818,0,3,2,0,0,1,0,6,12,0,0,0,6,0,1,0,0,0,1,0,0,2,0,1,0,17,0,0,0,0,0,0,1,17,44,0,0,2,19,0,2,0,25,0,0,5,0,0,0,0.259562457,0,2,0,0,1,3,10,1,0,-0.118616164,1.578062853,5,1,3,0,0,16,0,0,0,0,16395,16,0,4,2574,5998,2574,19470,0,9,1,1,0,1,0,0,0,0,0,0,14153,13175,0,0,0,3,24,9,464,3,2,526,4045,1614,10295,0,4,0,0,0,5,0,86368,39283,19253,0,0,0,84,63,23,9,317,68,2261,91609,42091,2383,30080,17261,5276,49,322,318,5,0,1195,1193,531,1,11,0,0,59,1,5,20,0
TOP,0,195,0,4.00000003,1,0,0,0,0,2,1295.45389,0.290951672,0,8,6,0,1,0,0,1,0,115,4,0,0,0,0,1,2,2261.552115,430.5049304,0,9,0,0,0,0,0,2.625,2,0.5,0,3,0,0,2,1,10,0,61,0,0,0,106.25,9,3,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,1,0,2,34,0,0,0,3,12,0,3,0,21,0,0,4,0,0,2,0.262321026,1,2,0,1,0,2,0,10,0,0.459683418,1.001933234,3,2,1,2,1,13,0,0,0,0,23020,18,0,3,2217,13487,2217,60224,0,8,2,0,0,2,0,0,0,0,0,0,16226,15650,0,0,2,0,25,8,0,2,1,597,561,561,15649,0,16,0,0,0,8,0,175930,38728,35957,0,0,0,101,23,56,15,181,43,2261,198228,48828,0,56636,3884,0,215,192,220,1,0,21736,9539,5029,2,5,0,0,37,2,3,14,1
JUNGLE,0,291,0,105.0000002,2,0,825,1,0,0,1389.220384,0.25650938,0,9,8,0,1,0,0,1,0,37,11.70000002,0,0,0,0,1,2,2261.552115,457.4463972,0,10,2,0,53.20000008,1,0,2.444444444,3,0.523809524,0,3,0,0,2,1,10,0,2,0,0,0,28.40000001,9,1,-40.10000002,0,0,4,0,0,7,0,0,0,13,0,0,0,0,2,0,3,41,0,0,0,1,12,0,8,0,22,1,0,3,0,0,2,0.281308134,1,2,0,2,1,1,0,1,0,-0.133353353,0.86224617,2,0,1,0,0,9,0,2,0,0,18292,17,2,1,1724,30697,1724,107532,0,9,0,3,0,0,0,0,0,0,0,0,17242,16000,0,0,0,0,20,13,50,6,3,414,185310,44910,12431,0,145,0,0,0,5,0,28575,4988,33460,0,0,0,169,33,78,11,214,47,2261,261588,52363,0,49931,8926,0,40,760,259,1,1,47699,2463,4039,0,5,0,0,32,0,2,12,1
MIDDLE,0,187,0,8,1,0,150,0,0,0,877.7956571,0.12564481,0,9,4,0,1,0,0,1,0,0,0,0,0,0,0,1,2,2261.552115,398.9770117,0,0,0,0,0,0,0,2.333333333,0,0.5,0,1,0,0,2,0,0,15,45,0,0,0,44,9,2,0,0,0,1,0,0,1,0,0,0,14,0,0,0,0,0,0,0,24,75,0,0,1,9,0,0,0,21,0,0,3,0,0,2,0.177747938,1,2,0,0,3,4,0,7,0,-0.201065421,0.559104857,4,3,1,0,0,14,0,0,0,1,18078,17,0,1,5137,12324,5137,18885,0,9,0,1,1,0,0,0,0,0,0,0,15038,15000,0,2,2,0,23,7,565,3,2,471,8550,3337,6718,0,12,0,0,0,1,0,120399,26583,15974,0,0,0,100,18,61,8,175,2,2261,142966,33086,0,24457,829,0,159,13,353,1,0,14016,3164,1764,2,5,0,0,21,0,4,9,1
BOTTOM,0,202,0,32.00000006,2,0,600,0,0,1,874.8961689,0.172009265,0,11,6,0,1,1,0,1,0,45,0,0,0,0,0,1,2,2261.552115,434.1882329,0,4,0,0,0,0,0,1.636363636,2,0.428571429,0,2,2,0,0,0,0,7,60,0,0,0,15,9,2,0,0,0,3,1,0,5,0,0,0,13,0,0,0,0,0,0,1,34,34,0,0,1,5,0,2,0,18,0,0,3,0,0,2,0.17716081,1,2,0,0,2,0,0,6,0,0.366555214,0.818638429,2,0,0,0,0,6,1,0,0,0,16083,16,1,5,801,11438,801,24096,0,11,1,2,0,3,1,1,0,0,0,0,16365,15075,0,0,1,0,29,12,768,4,3,725,11319,3634,5570,0,36,0,0,0,7,0,150063,28730,26164,0,0,0,148,17,25,12,201,5,2261,166653,32977,0,33483,2677,0,157,25,373,1,1,5270,612,1748,0,5,0,0,30,1,2,11,1
UTILITY,1,226,0,0,1,0,500,0,1,2,501.0633932,0.154884873,0,7,5,0,1,0,8107.408691,1,0,57,0,0,0,0,0,1,2,2261.552115,347.4835547,0,14,0,0,0,0,0,4.428571429,3,0.738095238,0,0,1,0,0,0,0,5,16,0,0,0,27,9,1,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,30,48,0,0,0,26,0,0,0,31,0,0,4,0,0,2,0.101462093,1,2,0,0,3,2,0,3,0,0.134579539,1.790437734,8,6,1,1,0,29,0,0,0,0,17211,17,13,6,2413,3312,2413,41495,0,7,2,0,0,2,0,0,1,0,0,0,13097,12675,0,0,2,0,28,2,0,0,1,748,43876,16708,5887,0,0,1,0,0,0,0,8077,1126,24046,0,0,0,76,65,70,15,119,61,2261,60510,18886,4123,30149,12984,3983,74,143,279,5,0,8556,1051,216,1,5,0,0,67,3,8,27,1
TOP,0,191,0,0,0,0,0,0,0,0,1354.396541,0.381378716,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1540.294491,507.9871093,0,0,0,0,0,0,1,6.333333333,2,0.513513514,1,3,8,0,0,0,0,15,52,1,0,0,31,1,2,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,66,0,0,5,5,0,6,1,19,0,0,4,1,1,0,0.322727271,0,0,0,0,5,6,0,6,0,0.023496032,0.323995374,0,0,0,0,1,8,0,0,0,0,13687,15,1,2,11794,11794,11794,49714,0,3,0,1,0,5,2,0,0,0,1,1,13040,12850,0,0,1,0,25,11,30,6,3,597,43527,18584,8572,0,0,0,0,0,6,0,80066,16185,34499,0,0,0,106,20,58,7,434,20,1540,127113,34769,0,50232,19076,0,148,179,62,1,1,3520,0,7160,3,3,0,0,8,0,0,5,1
JUNGLE,0,204,0,73.00000015,0,0,0,0,0,1,343.2993957,0.218346314,0,2,4,0,3,0,648.5760498,0,0,66,9,2,0,0,0,0,4,1540.294491,351.1572934,0,10,2,0,52.00000009,0,0,7,2,0.378378378,0,1,2,0,0,0,6,0,0,0,0,0,4.00000003,1,1,-41.00000006,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,6,2,24,0,0,0,0,3,0,4,0,14,0,0,4,0,0,0,0.081801802,0,0,0,0,1,3,0,0,0,-0.185389996,0.526934775,1,1,0,0,7,11,0,0,0,0,9913,12,0,4,1448,16788,1448,39713,0,2,1,0,3,2,0,0,0,0,0,0,9014,8675,1,0,0,0,21,3,2,3,1,1065,51712,5324,6738,0,105,0,0,0,5,0,29769,3209,21165,0,0,0,87,66,42,9,236,33,1540,121877,8813,0,28759,4604,648,3,797,71,5,0,40394,278,855,0,3,0,0,13,1,1,4,1
MIDDLE,0,154,0,0,0,0,0,0,0,0,849.0166215,0.125630122,0,4,5,0,1,0,0,0,0,41,1,0,0,0,0,0,4,1540.294491,347.0820784,0,14,0,0,0,0,0,5,0,0.540540541,0,2,4,0,0,0,0,8,50,0,0,0,7,1,1,0,1,0,1,1,0,1,0,0,0,15,0,0,0,0,0,0,0,28,82,0,0,0,7,0,2,0,20,0,0,4,0,1,0,0.202304723,0,0,0,0,0,4,0,4,0,0.282740474,0.479198855,1,1,0,0,0,15,0,0,0,0,10604,13,1,2,4191,8179,4191,12354,0,4,0,1,0,2,1,0,0,0,0,2,8910,8850,0,0,0,0,14,5,0,3,2,492,63348,17829,4275,0,1,0,0,0,5,0,10727,3031,11560,1,0,0,51,40,54,9,210,49,1540,79624,21795,0,16547,3593,0,103,174,90,1,0,5549,934,711,3,3,0,0,12,0,1,7,1
BOTTOM,0,168,0,0,0,0,0,1,0,0,1105.345014,0.15099958,0,6,2,0,2,0,576.0001221,0,0,13,8,0,0,0,0,0,4,1540.294491,519.56614,0,7,0,0,0,0,0,4.166666667,0,0.675675676,0,3,6,0,1,0,0,0,60,0,0,0,41,1,2,0,0,0,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,14,13,0,0,0,7,0,0,0,25,0,0,7,0,1,0,0.263382968,0,0,0,0,2,5,0,7,0,0.300838828,0.446804485,0,0,0,0,1,11,0,0,0,6,12889,14,5,4,8029,13473,8029,11321,0,6,0,2,0,1,2,0,0,0,0,0,13338,9675,0,0,1,0,21,14,1023,6,2,336,4439,1307,3882,0,8,0,0,0,7,0,143196,26154,14587,4,0,0,83,39,22,24,485,26,1540,148941,28375,0,19888,5603,576,158,122,152,3,0,1306,914,1418,1,3,0,0,11,0,0,7,1
UTILITY,0,129,0,0,0,0,0,0,1,1,544.6641206,0.123645268,0,4,2,0,3,0,3546.236084,0,0,27,2,0,0,0,0,0,4,1540.294491,344.1315341,0,8,0,0,0,0,0,6.25,0,0.675675676,0,2,0,0,0,0,0,4,0,0,0,0,5,1,3,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,8,0,14,35,0,0,0,7,0,0,0,25,0,0,7,0,0,0,0.129783236,0,0,0,0,0,5,0,0,0,-0.421229005,0.992351709,1,1,0,0,0,21,0,0,0,2,10257,13,0,4,1777,8557,1777,16935,0,4,1,0,0,10,0,0,0,0,0,2,8834,7075,0,1,1,0,19,4,0,2,1,523,21596,8269,5469,0,2,1,0,0,3,0,9223,4832,9810,0,0,0,50,53,20,6,339,46,1540,35781,13982,789,16285,6942,2756,15,222,81,5,0,4961,880,1005,2,3,0,0,25,1,1,9,1
TOP,0,262,0,0,0,0,450,0,0,0,717.061792,0.243743178,0,9,6,0,0,0,275.0995178,0,0,49,0,0,0,0,0,0,1,1540.294491,318.4368675,0,2,0,0,0,0,0,0.666666667,0,0.315789474,0,0,0,0,1,0,3,3,53,0,0,0,10,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,30,18,0,0,2,5,0,2,0,6,0,0,1,0,0,0,0.224304875,0,4,0,0,1,1,5,5,0,-0.02295661,0.316557542,1,1,0,0,0,4,0,0,0,0,11363,13,0,1,2939,2939,2939,43634,0,9,0,0,0,3,0,0,0,0,0,0,8174,8350,0,0,0,1,19,2,2,0,1,284,4572,2332,12860,0,0,0,0,0,0,0,76412,14814,17877,0,0,0,166,24,66,6,163,29,1540,84850,18408,275,31094,2242,0,126,334,244,1,0,3865,1260,356,1,10,0,0,8,0,1,5,0
JUNGLE,0,158,0,83.00000018,0,0,800,0,0,1,547.3428266,0.245332421,0,6,7,0,0,0,0,0,0,15,0,0,0,0,0,0,1,1540.294491,400.4837983,0,4,2,2,56.00000006,0,0,1.5,1,0.473684211,0,1,0,0,1,0,0,0,0,0,0,0,20,0,1,-46.50000009,0,0,1,0,0,1,0,0,0,9,0,0,0,0,2,0,4,39,0,0,0,0,1,0,3,0,9,0,0,2,0,0,0,0.171214902,0,4,0,0,0,0,5,0,0,0.227581263,0.646855251,4,4,0,0,2,4,0,0,0,0,8852,12,0,2,0,14140,0,33857,0,6,1,1,0,0,1,0,0,0,0,0,10281,9575,0,0,0,1,19,5,0,2,2,525,72392,10803,11234,0,112,0,0,0,1,0,24054,2665,19152,1,0,0,0,13,47,98,230,30,1540,132900,14051,0,31296,1848,0,7,1252,186,1,0,36454,582,910,0,10,0,0,16,1,4,2,0
MIDDLE,0,244,0,0,0,0,150,0,0,0,690.2964152,0.183249726,0,7,3,0,0,0,0,0,0,26,0,0,0,0,0,0,1,1540.294491,345.6433062,0,2,0,0,0,0,0,1.285714286,0,0.473684211,0,1,2,0,0,0,3,6,54,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,1,18,50,0,0,1,6,0,4,0,9,0,0,2,0,0,0,0.215932368,0,4,0,0,0,1,5,4,0,-0.220419049,0.373574295,0,0,0,0,0,6,0,0,0,0,9659,12,1,2,0,11818,0,13309,0,7,0,0,0,1,0,0,0,0,0,0,8873,8750,0,0,0,1,15,3,0,2,1,735,7234,1946,11027,0,8,0,0,0,0,0,67550,14766,11459,0,0,0,102,110,23,9,213,17,1540,83712,17720,0,23376,2661,0,102,49,259,1,0,8927,1008,890,1,10,0,0,9,0,0,6,0
BOTTOM,0,68,0,0,0,0,675,0,0,0,725.0408872,0.12295651,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1540.294491,389.8129112,0,0,0,0,0,0,0,1.8,0,0.473684211,0,2,1,0,2,0,0,0,43,0,0,0,10,0,1,0,0,0,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,16,4,0,0,1,5,0,0,0,9,0,0,4,0,0,0,0.226800824,0,4,0,0,0,1,5,5,0,-0.231265247,0.343474138,0,0,0,0,0,3,0,0,0,0,10366,13,1,1,3070,3070,3070,7440,0,5,0,1,0,2,0,1,0,0,0,0,10007,9750,0,0,0,1,17,6,413,3,2,416,838,516,6262,0,0,0,0,0,0,0,78031,14795,9004,0,0,0,14,23,27,4,175,7,1540,86724,18612,0,15685,591,0,125,210,133,1,0,7854,3301,418,1,10,0,0,8,0,0,5,0
UTILITY,0,219,0,0,0,0,0,0,1,1,517.0757731,0.204718165,0,10,5,0,0,0,11970.06836,0,0,7,0,0,0,0,0,0,1,1540.294491,299.7846979,0,0,0,0,0,0,0,1.4,1,0.736842105,0,0,0,0,0,0,0,12,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,4,0,26,56,0,0,0,20,0,2,0,14,0,0,5,0,0,0,0.161747032,0,4,0,0,0,1,5,0,0,0.727799177,1.714584439,0,0,0,0,4,11,0,0,0,0,6510,10,5,4,211,1563,211,16580,0,10,1,0,0,5,0,0,1,0,0,0,7695,7500,0,0,0,1,21,3,0,0,1,508,17363,10606,11960,0,0,0,0,0,8,0,5153,2667,13723,0,0,0,86,75,50,8,487,13,1540,22517,13274,5183,26115,13986,6786,12,31,222,5,0,0,0,432,0,10,0,0,44,2,0,21,0
TOP,0,190,0,8.00000003,0,0,0,1,0,0,801.0820765,0.312855551,0,3,3,0,2,0,0,0,0,68,6.5,0,0,0,0,1,0,1689.776379,420.8596708,0,9,0,0,0,0,0,5,0,0.576923077,0,1,6,0,0,0,9,0,52,1,0,0,25,1,2,0,0,0,1,0,0,1,0,0,0,9,0,0,0,0,2,0,2,17,0,0,0,4,4,0,2,0,15,0,0,3,0,0,0,0.292423399,0,4,0,0,4,3,5,5,0,0.704784155,0.913551315,1,0,0,1,0,6,0,0,0,6,13165,15,9,1,5465,31748,5465,36243,0,3,0,1,0,4,0,0,1,0,0,0,11852,10000,0,0,1,0,20,9,0,6,2,338,0,0,2703,0,24,1,0,0,7,0,119597,17894,28802,0,0,0,97,30,54,9,203,24,1689,143887,22560,0,33664,7018,0,112,176,79,1,0,24290,4666,2158,2,0,0,0,25,0,1,7,1
JUNGLE,0,149,0,45.00000006,0,0,150,0,0,4,162.4580373,0.226323548,0,6,2,0,2,0,0,0,0,4,13.10000002,0,0,0,0,1,0,1689.776379,331.509784,0,3,2,1,32.00000006,1,0,1.5,0,0.346153846,0,0,2,0,0,1,0,0,0,0,0,0,4,1,0,-37.00000006,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,3,15,0,0,0,0,9,0,0,1,9,0,0,1,0,0,0,0.059302951,0,4,0,0,0,1,5,0,0,0.442579269,1.034984051,0,0,0,0,1,7,0,0,0,0,9808,12,0,4,1392,20021,1392,13812,0,6,4,0,2,0,0,0,0,0,0,2,9336,8900,0,0,0,0,24,2,0,0,1,485,0,0,2353,0,90,0,0,0,4,0,72631,4531,21650,0,0,0,80,44,20,5,35,4,1689,94525,4575,0,24353,3990,0,8,147,164,1,0,21893,44,349,1,0,0,0,29,4,0,13,1
MIDDLE,0,299,0,0,0,0,0,1,0,0,1071.296039,0.248542665,0,1,4,0,0,1,0,0,0,47,4.400000006,0,0,0,0,1,0,1689.776379,420.3795892,0,9,0,0,0,0,0,19,1,0.730769231,0,1,5,0,0,0,10,7,55,0,1,0,30.39999998,1,2,0,1,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,21,37,0,0,3,8,0,4,0,19,0,0,1,0,0,0,0.391061089,0,4,0,0,1,4,5,8,0,-0.196283579,0.463501238,0,0,0,0,1,8,1,0,0,10,14536,15,0,4,2925,2925,2925,20656,0,1,0,0,0,3,0,0,0,0,0,0,11839,9800,0,0,1,0,19,11,0,10,1,758,112205,27985,2720,0,4,1,0,0,0,0,17715,1885,22495,1,0,0,139,50,91,19,170,48,1689,130580,30170,0,26744,12604,0,169,282,30,1,0,660,300,1528,1,0,0,0,13,0,0,8,1
BOTTOM,0,160,0,0,0,0,0,0,0,1,382.7565913,0.103875535,0,2,1,0,1,0,165.0600586,0,0,7,0,0,0,0,0,1,0,1689.776379,359.1305801,0,2,0,0,0,0,0,4,0,0.307692308,0,1,1,0,0,0,0,12,63,0,0,0,14,1,2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,9,44,0,0,0,3,0,0,0,8,0,0,1,0,0,0,0.139719745,0,4,0,0,0,5,5,8,0,-0.269052744,0.366570735,0,0,0,0,1,5,0,0,0,0,12981,14,7,6,5964,6123,5964,6742,0,2,1,0,0,2,0,0,0,0,0,0,10114,7675,0,0,1,0,19,3,458,2,1,929,994,832,1135,0,0,1,0,0,2,0,114923,9947,9849,0,0,0,69,90,0,1,260,10,1689,133503,10779,0,11177,3345,165,185,159,30,2,0,17585,0,192,3,0,0,0,10,3,0,6,1
UTILITY,0,511,0,0,0,0,0,0,0,1,321.8668198,0.108402701,0,1,2,0,2,0,2693.192871,0,0,29,0,0,0,0,0,1,0,1689.776379,285.1217349,0,4,0,0,0,0,0,14,1,0.538461538,0,0,0,0,0,0,0,16,8,0,0,0,28,1,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,16,67,0,0,0,16,0,0,0,14,0,0,0,0,0,0,0.117492816,0,4,0,0,1,4,5,1,0,0.646093726,1.857445949,7,5,0,0,0,13,0,0,0,1,11731,14,1,3,1992,2572,1992,6687,0,1,1,0,0,1,2,0,0,0,0,0,8029,5325,0,1,1,0,14,1,0,0,1,1310,36489,7151,2416,0,0,1,0,0,2,0,4946,1166,8892,1,0,0,284,129,92,6,252,22,1689,42182,9064,666,11664,6245,2026,41,156,37,3,0,746,746,355,0,0,0,0,52,1,7,17,1
TOP,0,154,0,0,0,0,0,0,0,0,272.025651,0.18360428,0,5,4,0,0,0,1296.540283,0,0,1,0,0,0,0,0,0,0,1689.776379,259.1441735,0,0,0,0,0,0,0,0.6,0,0.230769231,0,0,0,0,1,1,0,5,44,0,0,0,14.75,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,25,12,0,0,1,9,0,4,0,3,0,0,3,0,0,0,0.114216589,0,0,0,0,0,0,0,6,0,-0.413415492,0.535875057,0,0,0,0,4,1,0,0,0,0,10730,13,0,6,0,297,0,12566,0,5,0,0,0,5,0,0,0,0,0,0,7298,7150,0,0,0,1,21,2,365,0,1,789,4420,1450,3166,0,0,0,0,0,0,0,55086,3963,12360,0,0,0,92,23,33,6,253,6,1689,68074,7661,0,18370,5447,1296,132,93,138,5,0,8567,2247,2843,0,10,0,0,15,0,0,9,0
JUNGLE,0,282,0,84.50000012,0,0,150,0,0,0,531.8162095,0.278944528,0,4,4,0,1,1,0,0,0,7,0,0,0,0,0,0,0,1689.776379,343.2299808,0,0,2,1,48.00000006,1,0,1.75,0,0.538461538,0,1,0,0,2,0,0,2,5,1,0,0,43.00000003,0,3,-24.00000006,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,2,28,25,0,0,2,2,0,0,0,7,0,0,2,0,0,0,0.223295976,0,0,0,0,0,0,0,0,0,-0.306797147,0.717453878,7,3,1,0,0,2,0,0,0,1,10281,13,0,1,0,9077,0,15101,0,4,0,0,1,0,0,0,0,0,0,0,9666,8600,0,0,0,1,14,5,579,2,1,930,23639,959,9051,0,101,0,0,0,0,0,91665,12425,15983,0,0,0,133,64,81,4,174,15,1689,137221,14977,0,27909,3918,0,30,215,138,1,0,21915,1592,2874,0,10,0,0,20,0,7,2,0
